id,name,latitude,longitude,old_province,new_province,province_mapping_status
BTS_05050,Fake Telecom Station 05050,14.783773,108.514409,Kon Tum,Quảng Ngãi,mapped
BTS_05051,Fake Telecom Station 05051,17.856676,106.08386,Quảng Bình,Quảng Trị,mapped
BTS_05052,Fake Telecom Station 05052,10.610415,106.434564,Long An,Tây Ninh,mapped
BTS_05053,Fake Telecom Station 05053,18.817526,105.568859,Nghệ An,Nghệ An,mapped
BTS_05054,Fake Telecom Station 05054,17.503861,106.622256,Quảng Bình,Quảng Trị,mapped
BTS_05055,Fake Telecom Station 05055,11.662317,106.273719,Tây Ninh,Tây Ninh,mapped
BTS_05056,Fake Telecom Station 05056,16.414591,107.098422,Quảng Trị,Quảng Trị,mapped
BTS_05057,Fake Telecom Station 05057,18.227256,105.591783,Hà Tĩnh,Hà Tĩnh,mapped
BTS_05058,Fake Telecom Station 05058,11.004848,106.686948,Bình Dương,TPHCM,mapped
BTS_05059,Fake Telecom Station 05059,11.260848,106.642602,Bình Dương,TPHCM,mapped
BTS_05060,Fake Telecom Station 05060,11.602911,108.786805,Ninh Thuận,Khánh Hòa,mapped
BTS_05061,Fake Telecom Station 05061,21.050135,107.294712,Quảng Ninh,Quảng Ninh,mapped
BTS_05062,Fake Telecom Station 05062,13.052139,107.804376,Đắk Lắk,Đắk Lắk,mapped
BTS_05063,Fake Telecom Station 05063,12.614492,107.904582,Đắk Nông,Lâm Đồng,mapped
BTS_05064,Fake Telecom Station 05064,22.014094,104.462119,Yên Bái,Lào Cai,mapped
BTS_05065,Fake Telecom Station 05065,9.551198,105.031061,Cà Mau,Cà Mau,mapped
BTS_05066,Fake Telecom Station 05066,10.758261,106.460907,Long An,Tây Ninh,mapped
BTS_05067,Fake Telecom Station 05067,11.017068,106.731291,Bình Dương,TPHCM,mapped
BTS_05068,Fake Telecom Station 05068,22.067421,104.602149,Yên Bái,Lào Cai,mapped
BTS_05069,Fake Telecom Station 05069,10.066607,106.21571,Vĩnh Long,Vĩnh Long,mapped
BTS_05070,Fake Telecom Station 05070,11.404167,106.191305,Tây Ninh,Tây Ninh,mapped
BTS_05071,Fake Telecom Station 05071,13.569314,108.948367,Bình Định,Gia Lai,mapped
BTS_05072,Fake Telecom Station 05072,17.027738,107.061084,Quảng Trị,Quảng Trị,mapped
BTS_05073,Fake Telecom Station 05073,10.002997,105.107537,Kiên Giang,An Giang,mapped
BTS_05074,Fake Telecom Station 05074,10.153493,106.556798,Bến Tre,Vĩnh Long,mapped
BTS_05075,Fake Telecom Station 05075,22.107647,104.648583,Yên Bái,Lào Cai,mapped
BTS_05076,Fake Telecom Station 05076,13.118153,109.086245,Phú Yên,Đắk Lắk,mapped
BTS_05077,Fake Telecom Station 05077,17.486046,106.524896,Quảng Bình,Quảng Trị,mapped
BTS_05078,Fake Telecom Station 05078,11.568331,106.207707,Tây Ninh,Tây Ninh,mapped
BTS_05079,Fake Telecom Station 05079,10.868934,107.25848,Đồng Nai,Đồng Nai,mapped
BTS_05080,Fake Telecom Station 05080,10.745042,106.813078,Ho Chi Minh,TPHCM,mapped
BTS_05081,Fake Telecom Station 05081,21.102308,106.713243,Quảng Ninh,Quảng Ninh,mapped
BTS_05082,Fake Telecom Station 05082,13.712129,108.632548,Gia Lai,Gia Lai,mapped
BTS_05083,Fake Telecom Station 05083,20.139646,105.041872,Thanh Hóa,Thanh Hóa,mapped
BTS_05084,Fake Telecom Station 05084,11.587835,108.848497,Ninh Thuận,Khánh Hòa,mapped
BTS_05085,Fake Telecom Station 05085,11.564644,107.458304,Lâm Đồng,Lâm Đồng,mapped
BTS_05086,Fake Telecom Station 05086,22.165804,105.017786,Tuyên Quang,Tuyên Quang,mapped
BTS_05087,Fake Telecom Station 05087,15.936519,108.310662,Quảng Nam,Đà Nẵng,mapped
BTS_05088,Fake Telecom Station 05088,12.134184,108.851053,Khánh Hòa,Khánh Hòa,mapped
BTS_05089,Fake Telecom Station 05089,9.554108,105.185537,Kiên Giang,An Giang,mapped
BTS_05090,Fake Telecom Station 05090,11.944869,107.861798,Đắk Nông,Lâm Đồng,mapped
BTS_05091,Fake Telecom Station 05091,15.188054,108.765868,Quảng Ngãi,Quảng Ngãi,mapped
BTS_05092,Fake Telecom Station 05092,10.364335,105.420741,An Giang,An Giang,mapped
BTS_05093,Fake Telecom Station 05093,19.526837,104.661334,Nghệ An,Nghệ An,mapped
BTS_05094,Fake Telecom Station 05094,11.33254,108.821373,Bình Thuận,Lâm Đồng,mapped
BTS_05095,Fake Telecom Station 05095,16.732706,106.558137,Quảng Trị,Quảng Trị,mapped
BTS_05096,Fake Telecom Station 05096,16.201946,107.184077,Thừa Thiên Huế,Huế,mapped
BTS_05097,Fake Telecom Station 05097,21.946719,103.106363,Điện Biên,Điện Biên,mapped
BTS_05098,Fake Telecom Station 05098,21.295772,103.921534,Sơn La,Sơn La,mapped
BTS_05099,Fake Telecom Station 05099,13.498901,109.229504,Phú Yên,Đắk Lắk,mapped
BTS_05100,Fake Telecom Station 05100,20.934776,104.586046,Sơn La,Sơn La,mapped
BTS_05101,Fake Telecom Station 05101,20.914539,105.71706,Hà Nội	,Hà Nội,mapped
BTS_05102,Fake Telecom Station 05102,22.295156,102.804678,Lai Châu,Lai Châu,mapped
BTS_05103,Fake Telecom Station 05103,22.368739,103.528431,Lai Châu,Lai Châu,mapped
BTS_05104,Fake Telecom Station 05104,22.332134,102.751092,Lai Châu,Lai Châu,mapped
BTS_05105,Fake Telecom Station 05105,11.395241,106.491258,Bình Dương,TPHCM,mapped
BTS_05106,Fake Telecom Station 05106,21.972156,103.605606,Sơn La,Sơn La,mapped
BTS_05107,Fake Telecom Station 05107,19.181239,105.384954,Nghệ An,Nghệ An,mapped
BTS_05108,Fake Telecom Station 05108,19.786656,105.198242,Thanh Hóa,Thanh Hóa,mapped
BTS_05109,Fake Telecom Station 05109,21.630048,103.706538,Sơn La,Sơn La,mapped
BTS_05110,Fake Telecom Station 05110,9.861643,105.02825,Kiên Giang,An Giang,mapped
BTS_05111,Fake Telecom Station 05111,13.959653,108.042556,Gia Lai,Gia Lai,mapped
BTS_05112,Fake Telecom Station 05112,12.529168,107.843329,Đắk Nông,Lâm Đồng,mapped
BTS_05113,Fake Telecom Station 05113,20.968178,105.825253,Hà Nội	,Hà Nội,mapped
BTS_05114,Fake Telecom Station 05114,21.198421,107.575719,Quảng Ninh,Quảng Ninh,mapped
BTS_05115,Fake Telecom Station 05115,9.358826,105.843822,Sóc Trăng,Cần Thơ,mapped
BTS_05116,Fake Telecom Station 05116,11.122393,108.226745,Bình Thuận,Lâm Đồng,mapped
BTS_05117,Fake Telecom Station 05117,22.884509,105.141202,Hà Giang,Tuyên Quang,mapped
BTS_05118,Fake Telecom Station 05118,14.015433,107.855764,Gia Lai,Gia Lai,mapped
BTS_05119,Fake Telecom Station 05119,22.356227,103.201615,Lai Châu,Lai Châu,mapped
BTS_05120,Fake Telecom Station 05120,22.311868,103.463833,Lai Châu,Lai Châu,mapped
BTS_05121,Fake Telecom Station 05121,21.39749,105.133509,Phú Thọ,Phú Thọ,mapped
BTS_05122,Fake Telecom Station 05122,22.629065,104.123689,Lào Cai,Lào Cai,mapped
BTS_05123,Fake Telecom Station 05123,12.577986,107.69622,Đắk Nông,Lâm Đồng,mapped
BTS_05124,Fake Telecom Station 05124,10.96074,106.843724,Đồng Nai,Đồng Nai,mapped
BTS_05125,Fake Telecom Station 05125,21.647127,105.519296,Tuyên Quang,Tuyên Quang,mapped
BTS_05126,Fake Telecom Station 05126,10.656872,107.518991,Bình Thuận,Lâm Đồng,mapped
BTS_05127,Fake Telecom Station 05127,21.719966,106.955709,Lạng Sơn,Lạng Sơn,mapped
BTS_05128,Fake Telecom Station 05128,22.542704,105.171827,Tuyên Quang,Tuyên Quang,mapped
BTS_05129,Fake Telecom Station 05129,19.410223,105.252704,Nghệ An,Nghệ An,mapped
BTS_05130,Fake Telecom Station 05130,17.439579,106.648382,Quảng Bình,Quảng Trị,mapped
BTS_05131,Fake Telecom Station 05131,22.455338,102.350783,Điện Biên,Điện Biên,mapped
BTS_05132,Fake Telecom Station 05132,18.611191,105.279966,Hà Tĩnh,Hà Tĩnh,mapped
BTS_05133,Fake Telecom Station 05133,15.739784,107.937032,Quảng Nam,Đà Nẵng,mapped
BTS_05134,Fake Telecom Station 05134,22.963456,105.576046,Cao Bằng,Cao Bằng,mapped
BTS_05135,Fake Telecom Station 05135,21.025863,105.210674,Phú Thọ,Phú Thọ,mapped
BTS_05136,Fake Telecom Station 05136,22.323817,103.043484,Lai Châu,Lai Châu,mapped
BTS_05137,Fake Telecom Station 05137,21.950778,103.561459,Sơn La,Sơn La,mapped
BTS_05138,Fake Telecom Station 05138,9.852826,105.088604,Kiên Giang,An Giang,mapped
BTS_05139,Fake Telecom Station 05139,20.982638,104.182425,Sơn La,Sơn La,mapped
BTS_05140,Fake Telecom Station 05140,17.039873,106.550311,Quảng Bình,Quảng Trị,mapped
BTS_05141,Fake Telecom Station 05141,11.189731,106.922249,Đồng Nai,Đồng Nai,mapped
BTS_05142,Fake Telecom Station 05142,13.460415,108.199488,Gia Lai,Gia Lai,mapped
BTS_05143,Fake Telecom Station 05143,20.191131,106.106176,Ninh Bình,Ninh Bình,mapped
BTS_05144,Fake Telecom Station 05144,12.47994,108.61347,Đắk Lắk,Đắk Lắk,mapped
BTS_05145,Fake Telecom Station 05145,12.906763,107.564876,Đắk Lắk,Đắk Lắk,mapped
BTS_05146,Fake Telecom Station 05146,10.423788,105.89715,Tiền Giang,Đồng Tháp,mapped
BTS_05147,Fake Telecom Station 05147,11.889886,108.076841,Đắk Nông,Lâm Đồng,mapped
BTS_05148,Fake Telecom Station 05148,11.475251,106.132877,Tây Ninh,Tây Ninh,mapped
BTS_05149,Fake Telecom Station 05149,14.325503,107.791253,Kon Tum,Quảng Ngãi,mapped
BTS_05150,Fake Telecom Station 05150,20.95162,106.424862,Hải Dương,Hải Phòng,mapped
BTS_05151,Fake Telecom Station 05151,14.41819,107.622923,Kon Tum,Quảng Ngãi,mapped
BTS_05152,Fake Telecom Station 05152,21.86816,106.25764,Lạng Sơn,Lạng Sơn,mapped
BTS_05153,Fake Telecom Station 05153,11.508811,106.664005,Bình Phước,Đồng Nai,mapped
BTS_05154,Fake Telecom Station 05154,14.963131,108.537737,Quảng Ngãi,Quảng Ngãi,mapped
BTS_05155,Fake Telecom Station 05155,21.171952,105.984829,Bắc Ninh,Bắc Ninh,mapped
BTS_05156,Fake Telecom Station 05156,13.247901,107.872637,Đắk Lắk,Đắk Lắk,mapped
BTS_05157,Fake Telecom Station 05157,19.205949,104.977361,Nghệ An,Nghệ An,mapped
BTS_05158,Fake Telecom Station 05158,14.73934,108.441994,Kon Tum,Quảng Ngãi,mapped
BTS_05159,Fake Telecom Station 05159,10.772105,106.054694,Long An,Tây Ninh,mapped
BTS_05160,Fake Telecom Station 05160,21.706075,107.121702,Lạng Sơn,Lạng Sơn,mapped
BTS_05161,Fake Telecom Station 05161,19.14284,104.363641,Nghệ An,Nghệ An,mapped
BTS_05162,Fake Telecom Station 05162,11.175257,106.076619,Tây Ninh,Tây Ninh,mapped
BTS_05163,Fake Telecom Station 05163,13.151952,107.72792,Đắk Lắk,Đắk Lắk,mapped
BTS_05164,Fake Telecom Station 05164,16.897455,106.647979,Quảng Trị,Quảng Trị,mapped
BTS_05165,Fake Telecom Station 05165,21.918804,104.774369,Yên Bái,Lào Cai,mapped
BTS_05166,Fake Telecom Station 05166,9.869889,105.476306,Kiên Giang,An Giang,mapped
BTS_05167,Fake Telecom Station 05167,22.207736,102.852344,Lai Châu,Lai Châu,mapped
BTS_05168,Fake Telecom Station 05168,9.337637,105.434655,Bạc Liêu,Cà Mau,mapped
BTS_05169,Fake Telecom Station 05169,9.926082,106.6028,Bến Tre,Vĩnh Long,mapped
BTS_05170,Fake Telecom Station 05170,10.509323,107.400003,Bà Rịa–Vũng Tàu,TPHCM,mapped
BTS_05171,Fake Telecom Station 05171,22.551961,105.545452,Tuyên Quang,Tuyên Quang,mapped
BTS_05172,Fake Telecom Station 05172,10.603498,105.540611,Đồng Tháp,Đồng Tháp,mapped
BTS_05173,Fake Telecom Station 05173,13.356409,108.358294,Gia Lai,Gia Lai,mapped
BTS_05174,Fake Telecom Station 05174,17.342943,106.752731,Quảng Bình,Quảng Trị,mapped
BTS_05175,Fake Telecom Station 05175,21.165535,107.015233,Quảng Ninh,Quảng Ninh,mapped
BTS_05176,Fake Telecom Station 05176,12.304753,108.271565,Đắk Lắk,Đắk Lắk,mapped
BTS_05177,Fake Telecom Station 05177,17.349029,106.551725,Quảng Bình,Quảng Trị,mapped
BTS_05178,Fake Telecom Station 05178,9.618372,105.819668,Sóc Trăng,Cần Thơ,mapped
BTS_05179,Fake Telecom Station 05179,13.307304,108.847929,Gia Lai,Gia Lai,mapped
BTS_05180,Fake Telecom Station 05180,22.6239,106.221987,Cao Bằng,Cao Bằng,mapped
BTS_05181,Fake Telecom Station 05181,11.860558,107.365344,Bình Phước,Đồng Nai,mapped
BTS_05182,Fake Telecom Station 05182,20.025651,105.304793,Thanh Hóa,Thanh Hóa,mapped
BTS_05183,Fake Telecom Station 05183,12.746976,108.24725,Đắk Lắk,Đắk Lắk,mapped
BTS_05184,Fake Telecom Station 05184,19.020176,104.854576,Nghệ An,Nghệ An,mapped
BTS_05185,Fake Telecom Station 05185,21.02074,106.35425,Hải Dương,Hải Phòng,mapped
BTS_05186,Fake Telecom Station 05186,20.615694,105.068766,Hòa Bình,Phú Thọ,mapped
BTS_05187,Fake Telecom Station 05187,22.613456,106.339612,Cao Bằng,Cao Bằng,mapped
BTS_05188,Fake Telecom Station 05188,17.321784,106.350973,Quảng Bình,Quảng Trị,mapped
BTS_05189,Fake Telecom Station 05189,12.708109,108.68962,Đắk Lắk,Đắk Lắk,mapped
BTS_05190,Fake Telecom Station 05190,21.771658,107.128358,Lạng Sơn,Lạng Sơn,mapped
BTS_05191,Fake Telecom Station 05191,21.595604,107.201365,Lạng Sơn,Lạng Sơn,mapped
BTS_05192,Fake Telecom Station 05192,19.956518,105.760995,Thanh Hóa,Thanh Hóa,mapped
BTS_05193,Fake Telecom Station 05193,19.358794,104.675245,Nghệ An,Nghệ An,mapped
BTS_05194,Fake Telecom Station 05194,17.481411,106.602845,Quảng Bình,Quảng Trị,mapped
BTS_05195,Fake Telecom Station 05195,10.051656,106.55046,Bến Tre,Vĩnh Long,mapped
BTS_05196,Fake Telecom Station 05196,12.472619,108.512925,Đắk Lắk,Đắk Lắk,mapped
BTS_05197,Fake Telecom Station 05197,19.636908,104.454036,Nghệ An,Nghệ An,mapped
BTS_05198,Fake Telecom Station 05198,18.380877,105.821028,Hà Tĩnh,Hà Tĩnh,mapped
BTS_05199,Fake Telecom Station 05199,15.730877,108.358598,Quảng Nam,Đà Nẵng,mapped
BTS_05200,Fake Telecom Station 05200,22.399491,105.513806,Tuyên Quang,Tuyên Quang,mapped
BTS_05201,Fake Telecom Station 05201,11.664234,108.910294,Ninh Thuận,Khánh Hòa,mapped
BTS_05202,Fake Telecom Station 05202,12.798949,109.001103,Phú Yên,Đắk Lắk,mapped
BTS_05203,Fake Telecom Station 05203,19.364927,104.929241,Nghệ An,Nghệ An,mapped
BTS_05204,Fake Telecom Station 05204,11.236448,108.4086,Bình Thuận,Lâm Đồng,mapped
BTS_05205,Fake Telecom Station 05205,11.387062,106.805137,Bình Phước,Đồng Nai,mapped
BTS_05206,Fake Telecom Station 05206,15.606735,107.451923,Quảng Nam,Đà Nẵng,mapped
BTS_05207,Fake Telecom Station 05207,23.00641,105.136807,Hà Giang,Tuyên Quang,mapped
BTS_05208,Fake Telecom Station 05208,11.36281,108.932847,Ninh Thuận,Khánh Hòa,mapped
BTS_05209,Fake Telecom Station 05209,14.127537,107.568724,Kon Tum,Quảng Ngãi,mapped
BTS_05210,Fake Telecom Station 05210,22.038795,104.002286,Lào Cai,Lào Cai,mapped
BTS_05211,Fake Telecom Station 05211,21.069321,103.552275,Sơn La,Sơn La,mapped
BTS_05212,Fake Telecom Station 05212,21.277166,106.930102,Bắc Giang,Bắc Ninh,mapped
BTS_05213,Fake Telecom Station 05213,19.499358,104.759457,Nghệ An,Nghệ An,mapped
BTS_05214,Fake Telecom Station 05214,21.095155,106.50027,Hải Dương,Hải Phòng,mapped
BTS_05215,Fake Telecom Station 05215,10.462751,105.075391,An Giang,An Giang,mapped
BTS_05216,Fake Telecom Station 05216,22.511426,105.550823,Tuyên Quang,Tuyên Quang,mapped
BTS_05217,Fake Telecom Station 05217,11.466468,107.638638,Lâm Đồng,Lâm Đồng,mapped
BTS_05218,Fake Telecom Station 05218,21.279924,103.74141,Sơn La,Sơn La,mapped
BTS_05219,Fake Telecom Station 05219,12.031895,108.849211,Khánh Hòa,Khánh Hòa,mapped
BTS_05220,Fake Telecom Station 05220,11.402128,106.866666,Bình Phước,Đồng Nai,mapped
BTS_05221,Fake Telecom Station 05221,16.765688,107.240668,Quảng Trị,Quảng Trị,mapped
BTS_05222,Fake Telecom Station 05222,15.341319,107.706635,Quảng Nam,Đà Nẵng,mapped
BTS_05223,Fake Telecom Station 05223,21.921867,103.889253,Lai Châu,Lai Châu,mapped
BTS_05224,Fake Telecom Station 05224,21.54243,103.738129,Sơn La,Sơn La,mapped
BTS_05225,Fake Telecom Station 05225,22.258158,104.702173,Hà Giang,Tuyên Quang,mapped
BTS_05226,Fake Telecom Station 05226,19.340093,104.49547,Nghệ An,Nghệ An,mapped
BTS_05227,Fake Telecom Station 05227,22.190529,103.86642,Lai Châu,Lai Châu,mapped
BTS_05228,Fake Telecom Station 05228,12.017124,107.668897,Đắk Nông,Lâm Đồng,mapped
BTS_05229,Fake Telecom Station 05229,10.244875,104.67996,Kiên Giang,An Giang,mapped
BTS_05230,Fake Telecom Station 05230,21.78828,106.947689,Lạng Sơn,Lạng Sơn,mapped
BTS_05231,Fake Telecom Station 05231,19.063004,105.48187,Nghệ An,Nghệ An,mapped
BTS_05232,Fake Telecom Station 05232,22.496962,102.856983,Lai Châu,Lai Châu,mapped
BTS_05233,Fake Telecom Station 05233,10.32688,105.171723,An Giang,An Giang,mapped
BTS_05234,Fake Telecom Station 05234,22.903288,105.648969,Cao Bằng,Cao Bằng,mapped
BTS_05235,Fake Telecom Station 05235,11.356076,108.090083,Lâm Đồng,Lâm Đồng,mapped
BTS_05236,Fake Telecom Station 05236,20.988382,105.100038,Phú Thọ,Phú Thọ,mapped
BTS_05237,Fake Telecom Station 05237,22.534649,106.565912,Cao Bằng,Cao Bằng,mapped
BTS_05238,Fake Telecom Station 05238,20.5955,105.053293,Hòa Bình,Phú Thọ,mapped
BTS_05239,Fake Telecom Station 05239,22.359036,106.170862,Bắc Kạn,Thái Nguyên,mapped
BTS_05240,Fake Telecom Station 05240,22.248226,104.743405,Hà Giang,Tuyên Quang,mapped
BTS_05241,Fake Telecom Station 05241,14.623977,108.265459,Kon Tum,Quảng Ngãi,mapped
BTS_05242,Fake Telecom Station 05242,19.080556,104.402413,Nghệ An,Nghệ An,mapped
BTS_05243,Fake Telecom Station 05243,9.485525,105.69536,Sóc Trăng,Cần Thơ,mapped
BTS_05244,Fake Telecom Station 05244,22.68558,106.570687,Cao Bằng,Cao Bằng,mapped
BTS_05245,Fake Telecom Station 05245,19.413735,104.884369,Nghệ An,Nghệ An,mapped
BTS_05246,Fake Telecom Station 05246,19.839525,105.728942,Thanh Hóa,Thanh Hóa,mapped
BTS_05247,Fake Telecom Station 05247,12.249684,108.87094,Khánh Hòa,Khánh Hòa,mapped
BTS_05248,Fake Telecom Station 05248,21.994748,102.877576,Điện Biên,Điện Biên,mapped
BTS_05249,Fake Telecom Station 05249,12.836261,108.41235,Đắk Lắk,Đắk Lắk,mapped
BTS_05250,Fake Telecom Station 05250,15.233179,108.112901,Quảng Nam,Đà Nẵng,mapped
BTS_05251,Fake Telecom Station 05251,17.716436,106.162334,Quảng Bình,Quảng Trị,mapped
BTS_05252,Fake Telecom Station 05252,8.920156,105.245555,Cà Mau,Cà Mau,mapped
BTS_05253,Fake Telecom Station 05253,9.662007,105.33265,Kiên Giang,An Giang,mapped
BTS_05254,Fake Telecom Station 05254,22.770993,106.632362,Cao Bằng,Cao Bằng,mapped
BTS_05255,Fake Telecom Station 05255,13.178604,108.040075,Đắk Lắk,Đắk Lắk,mapped
BTS_05256,Fake Telecom Station 05256,10.679994,107.526674,Bình Thuận,Lâm Đồng,mapped
BTS_05257,Fake Telecom Station 05257,10.838524,107.203027,Đồng Nai,Đồng Nai,mapped
BTS_05258,Fake Telecom Station 05258,21.678295,106.728923,Lạng Sơn,Lạng Sơn,mapped
BTS_05259,Fake Telecom Station 05259,15.176314,108.316367,Quảng Nam,Đà Nẵng,mapped
BTS_05260,Fake Telecom Station 05260,19.508321,105.330649,Nghệ An,Nghệ An,mapped
BTS_05261,Fake Telecom Station 05261,16.149204,108.00333,Đà Nẵng,Đà Nẵng,mapped
BTS_05262,Fake Telecom Station 05262,20.501381,105.731864,Hòa Bình,Phú Thọ,mapped
BTS_05263,Fake Telecom Station 05263,11.393659,107.00462,Bình Phước,Đồng Nai,mapped
BTS_05264,Fake Telecom Station 05264,19.546277,105.670929,Thanh Hóa,Thanh Hóa,mapped
BTS_05265,Fake Telecom Station 05265,21.712785,104.666574,Yên Bái,Lào Cai,mapped
BTS_05266,Fake Telecom Station 05266,21.423861,104.68885,Yên Bái,Lào Cai,mapped
BTS_05267,Fake Telecom Station 05267,22.885175,105.683351,Cao Bằng,Cao Bằng,mapped
BTS_05268,Fake Telecom Station 05268,11.659339,107.939447,Lâm Đồng,Lâm Đồng,mapped
BTS_05269,Fake Telecom Station 05269,18.106134,106.013892,Hà Tĩnh,Hà Tĩnh,mapped
BTS_05270,Fake Telecom Station 05270,15.185434,107.650835,Kon Tum,Quảng Ngãi,mapped
BTS_05271,Fake Telecom Station 05271,19.522272,105.360867,Thanh Hóa,Thanh Hóa,mapped
BTS_05272,Fake Telecom Station 05272,13.302286,109.230144,Phú Yên,Đắk Lắk,mapped
BTS_05273,Fake Telecom Station 05273,10.425249,104.585321,Kiên Giang,An Giang,mapped
BTS_05274,Fake Telecom Station 05274,20.121603,105.570452,Thanh Hóa,Thanh Hóa,mapped
BTS_05275,Fake Telecom Station 05275,22.785266,106.051732,Cao Bằng,Cao Bằng,mapped
BTS_05276,Fake Telecom Station 05276,19.350453,105.038014,Nghệ An,Nghệ An,mapped
BTS_05277,Fake Telecom Station 05277,21.195374,103.937104,Sơn La,Sơn La,mapped
BTS_05278,Fake Telecom Station 05278,14.268578,107.809956,Kon Tum,Quảng Ngãi,mapped
BTS_05279,Fake Telecom Station 05279,11.11611,107.42636,Đồng Nai,Đồng Nai,mapped
BTS_05280,Fake Telecom Station 05280,21.501003,105.535489,Vĩnh Phúc,Phú Thọ,mapped
